block,register,bit,bit_i,is_masked,reviewed,interrupt_type,notification_type,description,error_effect,app SW action
ics_top,general_interrupt_register,filb_slice2_interrupt,8,False,,SUMMARY,,,,SW_ACTION_NONE
ics_top,general_interrupt_register,filb_slice3_interrupt,9,False,,SUMMARY,,,,SW_ACTION_NONE
ics_top,general_interrupt_register,filb_slice4_interrupt,10,False,,SUMMARY,,,,SW_ACTION_NONE
ics_top,general_interrupt_register,filb_slice5_interrupt,11,False,,SUMMARY,,,,SW_ACTION_NONE
ics_top,general_interrupt_register,dram_pack_pref_fifo_overf,12,False,,OTHER,,,,SW_ACTION_SOFT_RESET
ics_top,general_interrupt_register,dram_delete_pref_fifo_overf,13,False,,OTHER,,,,SW_ACTION_SOFT_RESET
mmu,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
mmu,interrupt_register,general_interrupt_register_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
mmu,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
mmu,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
mmu,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
mmu,general_interrupt_register,hbm_chnls01_interrupt,0,False,,SUMMARY,,,,SW_ACTION_NONE
mmu,general_interrupt_register,hbm_chnls23_interrupt,1,False,,SUMMARY,,,,SW_ACTION_NONE
mmu,general_interrupt_register,hbm_chnls45_interrupt,2,False,,SUMMARY,,,,SW_ACTION_NONE
mmu,general_interrupt_register,hbm_chnls67_interrupt,3,False,,SUMMARY,,,,SW_ACTION_NONE
mmu,general_interrupt_register,hbm_chnls89_interrupt,4,False,,SUMMARY,,,,SW_ACTION_NONE
mmu,general_interrupt_register,hbm_chnls1011_interrupt,5,False,,SUMMARY,,,,SW_ACTION_NONE
mmu,general_interrupt_register,hbm_chnls1213_interrupt,6,False,,SUMMARY,,,,SW_ACTION_NONE
mmu,general_interrupt_register,hbm_chnls1415_interrupt,7,False,,SUMMARY,,,,SW_ACTION_NONE
mmu,general_interrupt_register,mmu_has_error_buffer_interrupt,8,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,lpm_has_error_buffer_interrupt,9,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,sms_order_fifo_underflow,10,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,sms_order_fifo_overflow,11,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,sms_data_fifo_overflow,12,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,sms_data_fifo_underflow,13,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,sms_metadata_fifo_overflow,14,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,sms_metadata_fifo_underflow,15,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,data_pack_pd_fifo0_underflow,16,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,data_pack_pd_fifo1_underflow,17,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,data_pack_pd_fifo0_overflow,18,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,data_pack_pd_fifo1_overflow,19,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,lpm0_bypass_fifo_overflow,20,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,lpm0_bypass_fifo_underflow,21,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,lpm1_bypass_fifo_overflow,22,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,lpm1_bypass_fifo_underflow,23,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,lpm0_arb_fifo_overflow,24,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,lpm0_arb_fifo_underflow,25,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,lpm1_arb_fifo_overflow,26,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,lpm1_arb_fifo_underflow,27,False,,OTHER,,,,SW_ACTION_NONE
mmu,general_interrupt_register,mmu_buff_interrupt,28,False,,SUMMARY,,,,SW_ACTION_NONE
mmu_buff,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
mmu_buff,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
mmu_buff,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
mmu_buff,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
npuh.fi,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
npuh.fi,interrupt_register,fi_engine_interrupts_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
npuh.fi,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
npuh.fi,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
npuh.fi,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
npuh.fi,fi_engine_interrupts,fi_ttl,0,False,,OTHER,,,,SW_ACTION_NONE
npuh.fi,fi_engine_interrupts,fi_total_offset,1,False,,OTHER,,,,SW_ACTION_NONE
npuh.fi,fi_engine_interrupts,fi_header_size,2,False,,OTHER,,,,SW_ACTION_NONE
npuh.fi,fi_engine_interrupts,fi_array_size,3,False,,OTHER,,,,SW_ACTION_NONE
npuh.host,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
npuh.host,interrupt_register,read_required_interrupt_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
npuh.host,interrupt_register,dropped_massage_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
npuh.host,interrupt_register,ene_interrupt_signals_summary,3,False,,SUMMARY,,,,SW_ACTION_NONE
npuh.host,interrupt_register,em_response_interrupt_summary,4,False,,SUMMARY,,,,SW_ACTION_NONE
npuh.host,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
npuh.host,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
npuh.host,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
npuh.host,read_required_interrupt,new_write_since_read,0,False,,OTHER,,,,SW_ACTION_NONE
npuh.host,dropped_massage,interrupt,0,False,,LACK_OF_RESOURCES,,,,SW_ACTION_NONE
npuh.host,ene_interrupt_signals,ene_ttl_count_expired_int,0,False,,OTHER,,,,SW_ACTION_NONE
npuh.host,ene_interrupt_signals,ene_macro_counter_wrap_around_int,1,False,,OTHER,,,,SW_ACTION_NONE
npuh.host,em_response_interrupt,eth_mp_em_resp,0,False,,NO_ERR_NOTIFICATION,,,,SW_ACTION_NONE
npuh.npe,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
npuh.npe,interrupt_register,npe_interrupts_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
npuh.npe,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
npuh.npe,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
npuh.npe,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
npuh.npe,npe_interrupts,counters_overflow,0,False,,OTHER,,,,SW_ACTION_NONE
npuh.npe,npe_interrupts,packet_timeout,1,False,,OTHER,,,,SW_ACTION_NONE
nw_reorder,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
nw_reorder,interrupt_register,reorder_global_interrupt_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
nw_reorder,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
nw_reorder,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
nw_reorder,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
nw_reorder,reorder_global_interrupt,nw_reorder_block0_interrupt,0,False,,SUMMARY,,,,SW_ACTION_NONE
nw_reorder,reorder_global_interrupt,nw_reorder_block1_interrupt,1,False,,SUMMARY,,,,SW_ACTION_NONE
nw_reorder,reorder_global_interrupt,nw_reorder_block2_interrupt,2,False,,SUMMARY,,,,SW_ACTION_NONE
nw_reorder,reorder_global_interrupt,nw_reorder_block3_interrupt,3,False,,SUMMARY,,,,SW_ACTION_NONE
nw_reorder,reorder_global_interrupt,nw_reorder_block4_interrupt,4,False,,SUMMARY,,,,SW_ACTION_NONE
nw_reorder,reorder_global_interrupt,nw_reorder_block5_interrupt,5,False,,SUMMARY,,,,SW_ACTION_NONE
nw_reorder,reorder_global_interrupt,pp_reorder_slice0_interrupt,6,False,,SUMMARY,,,,SW_ACTION_NONE
nw_reorder,reorder_global_interrupt,pp_reorder_slice1_interrupt,7,False,,SUMMARY,,,,SW_ACTION_NONE
nw_reorder,reorder_global_interrupt,pp_reorder_slice2_interrupt,8,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq.empd[],interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq.empd[],interrupt_register,general_interrupt_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq.empd[],mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
pdoq.empd[],mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
pdoq.empd[],mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
pdoq.empd[],general_interrupt,emdb_duplicate_entry,0,True,,OTHER,,,,SW_ACTION_NONE
pdoq_shared_mem,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,interrupt_register,pdoq_slice_interrupts_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,interrupt_register,fdoq_slice_interrupts_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,interrupt_register,empd_interrupts_summary,3,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
pdoq_shared_mem,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
pdoq_shared_mem,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
pdoq_shared_mem,pdoq_slice_interrupts,pdoq_slice_interrupt0,0,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,pdoq_slice_interrupts,pdoq_slice_interrupt1,1,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,pdoq_slice_interrupts,pdoq_slice_interrupt2,2,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,pdoq_slice_interrupts,pdoq_slice_interrupt3,3,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,pdoq_slice_interrupts,pdoq_slice_interrupt4,4,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,pdoq_slice_interrupts,pdoq_slice_interrupt5,5,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,fdoq_slice_interrupts,fdoq_slice_interrupt0,0,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,fdoq_slice_interrupts,fdoq_slice_interrupt1,1,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,fdoq_slice_interrupts,fdoq_slice_interrupt2,2,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,fdoq_slice_interrupts,fdoq_slice_interrupt3,3,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,fdoq_slice_interrupts,fdoq_slice_interrupt4,4,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,fdoq_slice_interrupts,fdoq_slice_interrupt5,5,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt0,0,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt1,1,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt2,2,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt3,3,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt4,4,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt5,5,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt6,6,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt7,7,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt8,8,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt9,9,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt10,10,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt11,11,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt12,12,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt13,13,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt14,14,False,,SUMMARY,,,,SW_ACTION_NONE
pdoq_shared_mem,empd_interrupts,empd_interrupt15,15,False,,SUMMARY,,,,SW_ACTION_NONE
pdvoq.empd[],interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
pdvoq.empd[],mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
pdvoq.empd[],mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
pdvoq.empd[],mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
pdvoq_shared_mma,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
pdvoq_shared_mma,interrupt_register,general_interrupt_register_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
pdvoq_shared_mma,interrupt_register,cgm_counter_overflow_int_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
pdvoq_shared_mma,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
pdvoq_shared_mma,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
pdvoq_shared_mma,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
pdvoq_shared_mma,general_interrupt_register,delete_context_fifo_overflow,0,False,,OTHER,,,,SW_ACTION_SOFT_RESET
pdvoq_shared_mma,general_interrupt_register,pre_shr_fifo_overflow,1,False,,OTHER,,,,SW_ACTION_SOFT_RESET
pdvoq_shared_mma,cgm_counter_overflow_int,cgm_counter_overflow,0,False,,OTHER,,,,SW_ACTION_SOFT_RESET
reassembly,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
reassembly,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
reassembly,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
reassembly,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_cgm,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
rx_cgm,interrupt_register,rx_cgm_interrupt_reg10_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
rx_cgm,interrupt_register,rx_cgm_interrupt_reg11_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
rx_cgm,interrupt_register,rx_cgm_interrupt_reg12_summary,3,False,,SUMMARY,,,,SW_ACTION_NONE
rx_cgm,interrupt_register,rx_cgm_interrupt_reg13_summary,4,False,,SUMMARY,,,,SW_ACTION_NONE
rx_cgm,interrupt_register,rx_cgm_interrupt_reg14_summary,5,False,,SUMMARY,,,,SW_ACTION_NONE
rx_cgm,interrupt_register,rx_cgm_interrupt_reg15_summary,6,False,,SUMMARY,,,,SW_ACTION_NONE
rx_cgm,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
rx_cgm,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_cgm,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_cgm,rx_cgm_interrupt_reg1[],slice_local_u_ser_counter_wrap_around,0,False,,OTHER,,,,SW_ACTION_NONE
rx_counters,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
rx_counters,interrupt_register,slice_interrupt_reg0_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
rx_counters,interrupt_register,slice_interrupt_reg1_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
rx_counters,interrupt_register,slice_interrupt_reg2_summary,3,False,,SUMMARY,,,,SW_ACTION_NONE
rx_counters,interrupt_register,slice_interrupt_reg3_summary,4,False,,SUMMARY,,,,SW_ACTION_NONE
rx_counters,interrupt_register,slice_interrupt_reg4_summary,5,False,,SUMMARY,,,,SW_ACTION_NONE
rx_counters,interrupt_register,slice_interrupt_reg5_summary,6,False,,SUMMARY,,,,SW_ACTION_NONE
rx_counters,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
rx_counters,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_counters,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_counters,slice_interrupt_reg[],fllb_slice_interrupt,0,False,,SUMMARY,,,,SW_ACTION_NONE
rx_counters,slice_interrupt_reg[],lm_read_to_non_enabled_bank,1,False,,OTHER,,,,SW_ACTION_NONE
rx_meter.block[],interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
rx_meter.block[],mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
rx_meter.block[],mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_meter.block[],mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_meter.top,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
rx_meter.top,interrupt_register,meter_blocks_interrupt_register_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
rx_meter.top,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
rx_meter.top,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_meter.top,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_meter.top,meter_blocks_interrupt_register,exact_rx_meter_cluster0_interrupt,0,False,,SUMMARY,,,,SW_ACTION_NONE
rx_meter.top,meter_blocks_interrupt_register,exact_rx_meter_cluster1_interrupt,1,False,,SUMMARY,,,,SW_ACTION_NONE
rx_meter.top,meter_blocks_interrupt_register,exact_rx_meter_cluster2_interrupt,2,False,,SUMMARY,,,,SW_ACTION_NONE
rx_meter.top,meter_blocks_interrupt_register,exact_rx_meter_cluster3_interrupt,3,False,,SUMMARY,,,,SW_ACTION_NONE
rx_meter.top,meter_blocks_interrupt_register,start_rate_fix_fifo0_overflow,4,False,,OTHER,,,,SW_ACTION_NONE
rx_meter.top,meter_blocks_interrupt_register,start_rate_fix_fifo1_overflow,5,False,,OTHER,,,,SW_ACTION_NONE
rx_meter.top,meter_blocks_interrupt_register,start_rate_fix_fifo2_overflow,6,False,,OTHER,,,,SW_ACTION_NONE
rx_meter.top,meter_blocks_interrupt_register,start_rate_fix_fifo3_overflow,7,False,,OTHER,,,,SW_ACTION_NONE
rx_pdr,interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
rx_pdr,interrupt_register,rxpdr_global_interrupt_reg_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
rx_pdr,mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
rx_pdr,mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_pdr,mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_pdr,rxpdr_global_interrupt_reg,shared_db0_inetrrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
rx_pdr,rxpdr_global_interrupt_reg,shared_db1_inetrrupt_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
rx_pdr,rxpdr_global_interrupt_reg,slices01_inetrrupt_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
rx_pdr,rxpdr_global_interrupt_reg,slices23_inetrrupt_summary,3,False,,SUMMARY,,,,SW_ACTION_NONE
rx_pdr,rxpdr_global_interrupt_reg,slices45_inetrrupt_summary,4,False,,SUMMARY,,,,SW_ACTION_NONE
rx_pdr_mc_db[],interrupt_register,mem_protect_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
rx_pdr_mc_db[],interrupt_register,shared_db_interrupt_reg_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
rx_pdr_mc_db[],interrupt_register,em_response_interrupt_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
rx_pdr_mc_db[],mem_protect_interrupt,ecc_1b_err_interrupt,0,False,,MEM_PROTECT,,,,SW_ACTION_NONE
rx_pdr_mc_db[],mem_protect_interrupt,ecc_2b_err_interrupt,1,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_pdr_mc_db[],mem_protect_interrupt,parity_err_interrupt,2,False,,MEM_PROTECT,,,,SW_ACTION_HARD_RESET
rx_pdr_mc_db[],shared_db_interrupt_reg,lookup_a_error,0,False,,OTHER,,,,SW_ACTION_NONE
rx_pdr_mc_db[],shared_db_interrupt_reg,lookup_b_error,1,False,,OTHER,,,,SW_ACTION_NONE
rx_pdr_mc_db[],em_response_interrupt,shared_db_resp,0,False,,NO_ERR_NOTIFICATION,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_cdb_top_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_counters_interrupt_summary,1,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_dram_control_interrupt_summary,2,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_egr_interrupt_summary,3,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_fdll_interrupt_summary,4,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_fllb_interrupt_summary,5,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_ics_interrupt_summary,6,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_nw_reorder_interrupt_summary,7,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_pp_reorder_interrupt_summary,8,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_pdoq_interrupt_summary,9,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_pdvoq_interrupt_summary,10,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_reassembly_interrupt_summary,11,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_rx_cgm_interrupt_summary,12,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_rx_meter_interrupt_summary,13,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_rx_pdr_interrupt_summary,14,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_sch_interrupt_summary,15,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_sms_interrupt_summary,16,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_ts_mon_interrupt_summary,17,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_hbmhi_interrupt_summary,18,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_hbmlo_interrupt_summary,19,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_mmu_interrupt_summary,20,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_csms_interrupt_summary,21,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_pier_interrupt_summary,22,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_frm_interrupt_summary,23,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_fte_interrupt_summary,24,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_npu_host_interrupt_summary,25,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg0,msi_mrb_interrupt_summary,26,False,,SUMMARY,,,,SW_ACTION_NONE
sbif,msi_blocks_interrupt_summary_reg1,msi_idb_interrupt_summary,0,False,,SUMMARY,,,,SW_ACTION_NONE
